zip code,foodsize,sumincome,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                       ,sumpop
98001,93,2268559180.0,31911.0,11249.0,48144696.0,824774.0,18.589,0.318,47.309496,-122.264469,15300.0
98002,147,1905763790.0,31647.0,13480.0,18530037.0,338922.0,7.154,0.131,47.308286,-122.216812,15390.0
98003,262,3538335930.0,44151.0,18436.0,30089472.0,288168.0,11.618,0.111,47.307713,-122.315773,20940.0
98004,263,15743120080.0,27946.0,16568.0,18200338.0,4178457.0,7.027,1.613,47.618337,-122.205341,16980.0
98005,78,2247948220.0,17714.0,8070.0,19429635.0,18305.0,7.502,0.007,47.614533,-122.168798,9510.0
98006,89,10958420060.0,36364.0,13891.0,27685306.0,1941389.0,10.689,0.75,47.557627,-122.151005,18680.0
98007,122,2115730610.0,24889.0,10996.0,11341201.0,25498.0,4.379,0.01,47.613825,-122.144365,12780.0
98008,52,2789714830.0,24411.0,9552.0,14250591.0,7369624.0,5.502,2.845,47.605797,-122.099118,12100.0
98010,13,95360420.0,5025.0,2017.0,38991722.0,2630485.0,15.055,1.016,47.312036,-122.000418,2590.0
98011,73,1920163610.0,29212.0,12646.0,21201057.0,0.0,8.186,0.0,47.753335,-122.201968,12050.0
98014,16,180878760.0,6765.0,2631.0,117346593.0,4626219.0,45.308,1.786,47.660445,-121.891613,3390.0
98019,32,511176600.0,10725.0,3907.0,197687698.0,2115521.0,76.328,0.817,47.734333,-121.855307,5430.0
98022,65,1136565100.0,20987.0,9179.0,1051343227.0,6351560.0,405.926,2.452,47.216372,-121.912906,10350.0
98023,66,4981986470.0,47510.0,18026.0,26727719.0,3607159.0,10.32,1.393,47.311414,-122.36291,23070.0
98024,11,102080410.0,5650.0,2246.0,61945438.0,1348984.0,23.917,0.521,47.573424,-121.899182,2480.0
98027,137,3973913530.0,26141.0,11248.0,144495296.0,2939416.0,55.79,1.135,47.493732,-121.998724,13750.0
98028,38,1669545790.0,20419.0,8566.0,14667571.0,1856135.0,5.663,0.717,47.75568,-122.248076,10650.0
98029,55,3665055350.0,24348.0,10222.0,23189927.0,42596.0,8.954,0.016,47.557085,-122.007748,11990.0
98030,88,2127979470.0,33769.0,12739.0,18448814.0,220436.0,7.123,0.085,47.368522,-122.197976,16290.0
98031,63,3266568070.0,36581.0,12846.0,19424908.0,256402.0,7.5,0.099,47.405479,-122.195772,19320.0
98032,250,2340969840.0,33853.0,14451.0,43315933.0,761178.0,16.724,0.294,47.391942,-122.257192,16700.0
98033,167,12676291210.0,34338.0,16615.0,24062601.0,4422742.0,9.291,1.708,47.675982,-122.193578,18830.0
98034,141,8314377760.0,40407.0,17880.0,23633758.0,4377929.0,9.125,1.69,47.715769,-122.213748,24930.0
98038,81,3889043350.0,31171.0,11387.0,172206702.0,1011079.0,66.489,0.39,47.419378,-121.958008,15170.0
98039,3,731541340.0,2971.0,1163.0,3737877.0,11129640.0,1.443,4.297,47.631695,-122.240405,1510.0
98040,48,11077568110.0,22699.0,9930.0,16370442.0,17583045.0,6.321,6.789,47.567716,-122.232776,12140.0
98042,82,5562854400.0,43673.0,15820.0,73577362.0,3128023.0,28.408,1.208,47.367737,-122.117029,21820.0
98045,61,768083890.0,13888.0,5536.0,872796478.0,15652767.0,336.989,6.044,47.390316,-121.606826,7230.0
98047,9,77973910.0,6339.0,2322.0,6277098.0,74330.0,2.424,0.029,47.261769,-122.248889,3050.0
98051,1,37911700.0,3270.0,1304.0,132339462.0,1663208.0,51.097,0.642,47.34621,-121.881291,1700.0
98052,301,24236757200.0,58442.0,25674.0,52053966.0,2151988.0,20.098,0.831,47.68099,-122.120531,30850.0
98053,26,3553338350.0,18784.0,7652.0,73465062.0,461728.0,28.365,0.178,47.669312,-122.010131,9560.0
98055,33,1226162500.0,21904.0,9498.0,12373996.0,249945.0,4.778,0.097,47.446982,-122.201521,11330.0
98056,71,3254695540.0,32489.0,13746.0,19466244.0,4020104.0,7.516,1.552,47.512527,-122.190248,17380.0
98057,195,422326820.0,10613.0,6049.0,15780776.0,171884.0,6.093,0.066,47.47202,-122.2219,7040.0
98058,40,4838301570.0,41938.0,16120.0,49037425.0,2139998.0,18.933,0.826,47.442737,-122.123973,20700.0
98059,72,4514510710.0,34463.0,13004.0,51737366.0,147702.0,19.976,0.057,47.499676,-122.113291,17440.0
98065,49,1025603300.0,12699.0,4556.0,191904766.0,2249153.0,74.095,0.868,47.584223,-121.791951,6080.0
98070,32,359987390.0,10624.0,5552.0,95633751.0,33221105.0,36.924,12.827,47.407196,-122.473322,5130.0
98072,144,3097241740.0,22312.0,9091.0,46958893.0,70284.0,18.131,0.027,47.760785,-122.130531,12120.0
98074,32,6545838750.0,25748.0,8942.0,27654818.0,4010174.0,10.678,1.548,47.622542,-122.04421,11590.0
