zip code,foodsize,sumincome,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                       ,sumpop
98075,17,5451988460.0,20715.0,7005.0,24552292.0,4217658.0,9.48,1.628,47.586092,-122.037436,9800.0
98092,24,4575226850.0,39816.0,14935.0,115596899.0,1840608.0,44.632,0.711,47.290287,-122.126874,20170.0
98101,449,1538868330.0,10238.0,9226.0,1344752.0,271084.0,0.519,0.105,47.610902,-122.336422,7850.0
98102,107,3765257640.0,20756.0,14289.0,3396112.0,644264.0,1.311,0.249,47.63714,-122.321891,16420.0
98103,305,10979074260.0,45911.0,24128.0,12005476.0,1705646.0,4.635,0.659,47.678255,-122.338152,28640.0
98104,421,508412000.0,13095.0,7711.0,2007034.0,252657.0,0.775,0.098,47.601884,-122.329459,6750.0
98105,303,4362178140.0,43924.0,17161.0,10689306.0,6434743.0,4.127,2.484,47.659861,-122.284977,16400.0
98106,70,1364735390.0,22873.0,9990.0,14236532.0,841740.0,5.497,0.325,47.544034,-122.349874,12610.0
98107,222,2926344970.0,21147.0,12360.0,5704026.0,704217.0,2.202,0.272,47.667527,-122.377551,15010.0
98108,115,1145788250.0,22374.0,8194.0,19384665.0,964749.0,7.484,0.372,47.534862,-122.305794,11870.0
98109,331,4651168050.0,20715.0,13906.0,5178191.0,1079071.0,1.999,0.417,47.631863,-122.344267,15870.0
98112,93,7293172890.0,21077.0,10897.0,8187984.0,3833109.0,3.161,1.48,47.63281,-122.288511,12230.0
98115,152,11854536520.0,46206.0,21623.0,17051603.0,5468537.0,6.584,2.111,47.685746,-122.281589,26070.0
98116,137,3217144810.0,22241.0,11961.0,7657204.0,1880414.0,2.956,0.726,47.573933,-122.400175,13640.0
98117,84,5189616860.0,31365.0,14213.0,10214490.0,1569166.0,3.944,0.606,47.687761,-122.38487,17620.0
98118,163,4339702250.0,42731.0,16162.0,16178230.0,6840313.0,6.246,2.641,47.540246,-122.268545,22700.0
98119,81,3049997300.0,21039.0,11592.0,6308526.0,1626237.0,2.436,0.628,47.638679,-122.370946,12910.0
98121,207,1962160250.0,12628.0,10149.0,1141212.0,546001.0,0.441,0.211,47.615192,-122.350581,9250.0
98122,286,4863462640.0,31454.0,17123.0,5992910.0,3155568.0,2.314,1.218,47.611046,-122.293207,20280.0
98125,136,4036775750.0,37081.0,18677.0,13960901.0,3976391.0,5.39,1.535,47.716513,-122.295829,20530.0
98126,54,1386382210.0,20698.0,9805.0,7963648.0,1777439.0,3.075,0.686,47.555647,-122.37959,10940.0
98133,179,5353807210.0,44555.0,21903.0,18378984.0,178301.0,7.096,0.069,47.740475,-122.342869,24340.0
98134,139,3645970.0,644.0,236.0,8738521.0,1888144.0,3.374,0.729,47.577599,-122.338045,500.0
98136,27,1341739650.0,14770.0,7533.0,5954028.0,2163641.0,2.299,0.835,47.536464,-122.394409,8460.0
98144,129,2540414060.0,26881.0,12660.0,8818482.0,4545367.0,3.405,1.755,47.585621,-122.292492,15360.0
98146,31,1524988920.0,25922.0,10222.0,12045888.0,1761080.0,4.651,0.68,47.500058,-122.357848,13180.0
98148,56,227453170.0,10010.0,4588.0,8117264.0,0.0,3.134,0.0,47.444098,-122.324859,5210.0
98155,65,3322647170.0,32778.0,13905.0,19604378.0,1713431.0,7.569,0.662,47.754413,-122.300477,17550.0
98166,99,1372243760.0,20301.0,8953.0,14685852.0,4037490.0,5.67,1.559,47.451576,-122.352986,10790.0
98168,96,2425933830.0,33734.0,12541.0,23030102.0,426890.0,8.892,0.165,47.489569,-122.29996,17370.0
98177,23,2369409300.0,19030.0,8078.0,14752872.0,3576381.0,5.696,1.381,47.742239,-122.376608,10260.0
98178,15,1289501250.0,24092.0,9290.0,12564278.0,2636151.0,4.851,1.018,47.499387,-122.243851,12400.0
98188,241,1304029840.0,23111.0,9959.0,19551348.0,755259.0,7.549,0.292,47.447335,-122.273092,12790.0
98198,78,2775233800.0,34584.0,14328.0,20167178.0,2323850.0,7.787,0.897,47.391324,-122.314976,17980.0
98199,45,3181808430.0,19686.0,9810.0,10815353.0,3889313.0,4.176,1.502,47.651371,-122.407349,11050.0
